alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-003547,2015-06-07T07:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-133260,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133260,80.3,132.92,resolved,USR-0056,2015-06-23T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003548,2020-06-12T14:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-REE,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-REE,81.59,90.44,resolved,USR-0051,2020-06-29T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003549,2023-08-14T06:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0079,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0079,23.31,65.33,resolved,USR-0048,2023-09-10T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003550,2021-05-16T09:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0022,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0022,48.06,53.06,resolved,USR-0034,2021-06-02T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003551,2021-02-13T14:00:00Z,Price spike,High,Price spike detected for PO-111158,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111158,94.96,97.12,open,USR-0057,,,true,3,[]
ALT-003552,2019-04-09T02:00:00Z,Demand surge,High,Demand surge detected for PO-101254,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101254,56.25,104.5,open,USR-0068,,,true,0,[]
ALT-003553,2020-11-17T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-CEM,20.66,94.51,resolved,USR-0022,2020-11-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003554,2017-03-25T14:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-136292,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-136292,77.29,106.42,resolved,USR-0027,2017-04-10T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003555,2016-07-07T02:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0019,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0019,21.99,122.22,open,USR-0010,,,true,0,[]
ALT-003556,2020-03-10T16:00:00Z,Demand surge,High,Demand surge detected for PO-118405,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-118405,81.82,14.14,resolved,USR-0076,2020-03-15T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003557,2017-11-01T12:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-146658,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-146658,34.42,93.17,open,USR-0048,,,true,0,[]
ALT-003558,2022-09-14T14:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-113820,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113820,26.69,20.55,resolved,USR-0020,2022-09-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003559,2024-08-19T15:00:00Z,Price spike,High,Price spike detected for PO-123670,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-123670,59.82,52.07,resolved,USR-0040,2024-08-27T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003560,2024-12-09T18:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-130875,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130875,38.38,119.68,resolved,USR-0048,2024-12-11T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003561,2015-12-12T17:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TR-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TR-GLS,98.28,26.19,resolved,USR-0079,2015-12-13T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003562,2016-07-27T02:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CA-RBR,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-RBR,44.05,121.32,resolved,USR-0031,2016-07-28T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003563,2019-09-10T23:00:00Z,Stock low,Medium,Stock low detected for INV-DE-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-PLA,96.08,30.79,resolved,USR-0039,2019-09-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003564,2018-10-27T13:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0100,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0100,59.57,34.95,resolved,USR-0041,2018-11-07T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003565,2016-01-22T01:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CA-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-SEM,46.29,34.94,resolved,USR-0025,2016-02-01T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003566,2018-05-19T00:00:00Z,Demand surge,High,Demand surge detected for PO-146459,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-146459,86.32,50.88,resolved,USR-0051,2018-06-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003567,2022-09-16T05:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0190,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0190,29.78,57.87,open,USR-0014,,,true,0,[]
ALT-003568,2024-12-31T11:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0139,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0139,85.09,56.86,resolved,USR-0036,2025-01-01T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003569,2022-04-04T10:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0029,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0029,88.69,71.88,resolved,USR-0047,2022-04-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003570,2020-07-26T00:00:00Z,Stock overstock,Low,Stock overstock detected for INV-VN-SLC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-VN-SLC,64.17,19.13,open,USR-0067,,,true,3,[]
ALT-003571,2016-09-28T13:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0025,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0025,49.13,100.49,resolved,USR-0016,2016-10-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003572,2020-01-06T01:00:00Z,Price spike,High,Price spike detected for PO-146999,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-146999,20.07,78.41,resolved,USR-0023,2020-02-02T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003573,2017-02-05T14:00:00Z,Demand surge,High,Demand surge detected for PO-145668,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-145668,71.9,94.34,resolved,USR-0038,2017-03-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003574,2024-02-24T12:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0192,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0192,74.64,56.35,open,USR-0054,,,true,0,[]
ALT-003575,2023-10-29T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-REE,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-REE,17.55,53.31,open,USR-0007,,,true,1,[]
ALT-003576,2016-07-24T05:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-130375,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130375,81.6,56.1,open,USR-0051,,,true,3,[]
ALT-003577,2019-08-09T16:00:00Z,Price spike,High,Price spike detected for PO-107751,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-107751,42.97,27.29,open,USR-0066,,,true,3,[]
ALT-003578,2016-12-22T12:00:00Z,Stock low,Medium,Stock low detected for INV-CN-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-CEM,17.34,68.24,open,USR-0021,,,true,1,[]
ALT-003579,2019-05-20T11:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-141026,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-141026,66.46,63.09,resolved,USR-0002,2019-06-01T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003580,2021-01-07T14:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-139066,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-139066,55.28,16.95,resolved,USR-0025,2021-02-02T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003581,2022-11-01T18:00:00Z,Stock low,Medium,Stock low detected for INV-IN-RBR,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-RBR,67.16,101.75,resolved,USR-0019,2022-11-10T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003582,2021-02-17T05:00:00Z,Price spike,High,Price spike detected for PO-137935,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-137935,82.61,71.61,resolved,USR-0033,2021-02-26T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003583,2018-08-30T13:00:00Z,Price spike,High,Price spike detected for PO-113781,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113781,25.31,43.98,resolved,USR-0030,2018-09-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003584,2018-02-06T03:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-149652,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149652,60.81,60.43,open,USR-0046,,,true,3,[]
ALT-003585,2017-01-12T07:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0157,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0157,28.67,86.45,open,USR-0029,,,true,0,[]
ALT-003586,2015-05-07T12:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TH-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-ALM,83.95,135.25,resolved,USR-0085,2015-06-05T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003587,2018-05-03T00:00:00Z,Demand surge,High,Demand surge detected for PO-126494,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-126494,26.82,34.4,resolved,USR-0011,2018-05-16T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003588,2019-07-14T09:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0010,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0010,17.55,103.07,resolved,USR-0081,2019-07-26T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003589,2018-12-12T23:00:00Z,Demand surge,High,Demand surge detected for PO-102077,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-102077,70.86,83.89,resolved,USR-0047,2018-12-13T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003590,2017-08-11T23:00:00Z,Price spike,High,Price spike detected for PO-125163,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-125163,91.86,85.24,resolved,USR-0002,2017-09-09T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003591,2022-07-30T15:00:00Z,Stock overstock,Low,Stock overstock detected for INV-DE-SLC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-SLC,42.52,47.49,resolved,USR-0038,2022-08-26T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003592,2019-05-14T17:00:00Z,Demand surge,High,Demand surge detected for PO-137572,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-137572,50.03,51.45,open,USR-0053,,,true,0,[]
ALT-003593,2019-08-13T06:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0187,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0187,20.91,78.45,resolved,USR-0003,2019-09-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003594,2019-07-14T02:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0124,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0124,18.17,55.87,resolved,USR-0006,2019-07-29T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003595,2018-06-07T19:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0110,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0110,12.38,93.14,resolved,USR-0084,2018-06-17T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003596,2018-03-17T08:00:00Z,Stock low,Medium,Stock low detected for INV-TH-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-CEM,60.02,119.06,open,USR-0017,,,true,3,[]
ALT-003597,2015-04-06T17:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0011,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0011,51.2,110.68,resolved,USR-0015,2015-04-30T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003598,2019-07-01T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-BR-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-ALM,65.75,74.01,resolved,USR-0048,2019-07-15T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003599,2018-10-31T22:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0172,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0172,96.24,12.08,open,USR-0041,,,true,3,[]
ALT-003600,2021-10-16T22:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-COP,30.66,96.25,resolved,USR-0056,2021-10-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003601,2015-03-05T14:00:00Z,Stock low,Medium,Stock low detected for INV-VN-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-VN-SEM,49.91,135.6,open,USR-0034,,,true,1,[]
ALT-003602,2016-09-14T05:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0089,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0089,53.51,96.86,resolved,USR-0085,2016-09-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003603,2016-10-08T11:00:00Z,Demand surge,High,Demand surge detected for PO-101754,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101754,26.49,34.59,open,USR-0079,,,true,1,[]
ALT-003604,2019-07-03T12:00:00Z,Stock overstock,Low,Stock overstock detected for INV-US-CTN,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-CTN,38.48,70.41,resolved,USR-0072,2019-07-07T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003605,2015-04-25T00:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0215,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0215,83.7,82.36,open,USR-0073,,,true,1,[]
ALT-003606,2018-10-04T17:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0051,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0051,57.72,70.03,resolved,USR-0082,2018-10-06T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003607,2021-12-25T18:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0187,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0187,95.92,20.48,resolved,USR-0064,2022-01-09T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003608,2024-10-12T01:00:00Z,Price spike,High,Price spike detected for PO-135813,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-135813,91.04,40.8,resolved,USR-0063,2024-10-30T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003609,2023-10-14T12:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0122,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0122,86.21,71.85,open,USR-0015,,,true,1,[]
ALT-003610,2017-03-08T18:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0025,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0025,27.38,103.87,resolved,USR-0054,2017-03-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003611,2018-10-10T06:00:00Z,Stock overstock,Low,Stock overstock detected for INV-DE-LIT,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-LIT,28.42,104.41,open,USR-0068,,,true,3,[]
ALT-003612,2015-02-23T21:00:00Z,Demand surge,High,Demand surge detected for PO-121255,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-121255,38.27,117.57,resolved,USR-0032,2015-02-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003613,2020-06-09T04:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0052,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0052,65.42,85.01,resolved,USR-0058,2020-07-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003614,2021-06-03T11:00:00Z,Stock overstock,Low,Stock overstock detected for INV-US-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-CEM,56.88,13.55,resolved,USR-0040,2021-06-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003615,2018-07-09T00:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-101375,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101375,96.16,133.55,resolved,USR-0018,2018-07-10T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003616,2016-03-17T11:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0045,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0045,38.2,48.57,open,USR-0010,,,true,1,[]
ALT-003617,2016-04-12T19:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0193,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0193,73.21,39.85,resolved,USR-0019,2016-04-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003618,2021-05-02T10:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0141,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0141,97.76,65.66,resolved,USR-0075,2021-05-24T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003619,2020-08-26T05:00:00Z,Demand surge,High,Demand surge detected for PO-133240,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133240,82.43,65.99,resolved,USR-0064,2020-09-22T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003620,2017-11-12T05:00:00Z,Stock overstock,Low,Stock overstock detected for INV-ZA-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-NIC,83.96,58.4,resolved,USR-0012,2017-11-17T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003621,2016-03-05T17:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-103763,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-103763,59.75,70.73,resolved,USR-0035,2016-03-22T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003622,2023-09-21T07:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-142376,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142376,62.99,56.64,resolved,USR-0045,2023-10-12T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003623,2023-08-23T09:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-139241,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-139241,85.06,85.15,resolved,USR-0026,2023-08-31T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003624,2017-07-03T20:00:00Z,Price spike,High,Price spike detected for PO-118355,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-118355,17.71,87.22,open,USR-0017,,,true,1,[]
ALT-003625,2015-06-12T03:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0042,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0042,56.8,110.73,resolved,USR-0065,2015-06-29T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003626,2023-07-31T18:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0116,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0116,13.17,14.51,open,USR-0010,,,true,3,[]
ALT-003627,2019-04-20T14:00:00Z,Demand surge,High,Demand surge detected for PO-123559,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-123559,31.64,122.91,resolved,USR-0028,2019-05-20T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003628,2016-08-13T01:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0160,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0160,14.99,89.13,resolved,USR-0015,2016-08-22T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003629,2023-09-22T10:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0056,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0056,91.72,16.87,resolved,USR-0076,2023-10-16T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003630,2017-07-04T14:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0134,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0134,83.19,22.15,resolved,USR-0030,2017-07-22T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003631,2018-01-13T15:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0201,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0201,47.91,119.55,resolved,USR-0024,2018-01-20T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003632,2015-12-07T07:00:00Z,Stock low,Medium,Stock low detected for INV-IN-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-SEM,43.25,42.55,resolved,USR-0025,2015-12-28T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003633,2019-07-02T10:00:00Z,Demand surge,High,Demand surge detected for PO-144115,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-144115,65.93,93.47,open,USR-0010,,,true,3,[]
ALT-003634,2021-10-12T20:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0029,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0029,14.27,45.83,resolved,USR-0011,2021-10-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003635,2019-07-16T18:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0189,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0189,46.37,101.71,resolved,USR-0046,2019-07-21T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003636,2022-04-17T12:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0044,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0044,11.71,69.29,open,USR-0020,,,true,2,[]
ALT-003637,2019-03-23T07:00:00Z,Stock overstock,Low,Stock overstock detected for INV-IN-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-PLA,58.52,75.7,resolved,USR-0002,2019-04-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003638,2021-09-15T14:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0072,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0072,26.2,61.46,resolved,USR-0085,2021-09-16T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003639,2017-11-19T09:00:00Z,Stock low,Medium,Stock low detected for INV-US-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-ALM,25.4,90.41,resolved,USR-0073,2017-11-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003640,2016-01-13T00:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0005,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0005,19.52,139.25,resolved,USR-0008,2016-01-19T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003641,2016-07-04T14:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0103,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0103,43.5,56.39,open,USR-0001,,,true,0,[]
ALT-003642,2021-09-02T15:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CA-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-PAP,39.63,52.66,resolved,USR-0069,2021-09-05T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003643,2016-05-29T23:00:00Z,Price spike,High,Price spike detected for PO-140535,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-140535,65.3,132.22,resolved,USR-0010,2016-06-06T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003644,2017-06-09T08:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-137000,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-137000,79.89,37.15,resolved,USR-0077,2017-07-08T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003645,2021-01-29T18:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-GLS,84.16,51.93,open,USR-0085,,,true,1,[]
ALT-003646,2021-11-30T16:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0203,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0203,85.14,124.32,open,USR-0038,,,true,1,[]
ALT-003647,2018-02-05T21:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0064,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0064,45.48,85.82,resolved,USR-0019,2018-02-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003648,2016-05-01T19:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-100328,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-100328,63.26,62.77,resolved,USR-0028,2016-05-19T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003649,2020-12-04T15:00:00Z,Price spike,High,Price spike detected for PO-132122,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-132122,60.44,111.25,resolved,USR-0081,2020-12-16T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003650,2022-05-08T11:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0073,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0073,67.28,92.07,resolved,USR-0071,2022-05-25T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003651,2019-10-24T13:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0007,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0007,58.39,90.93,resolved,USR-0001,2019-10-30T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003652,2024-09-28T01:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0175,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0175,43.08,78.55,resolved,USR-0028,2024-10-06T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003653,2018-02-14T09:00:00Z,Demand surge,High,Demand surge detected for PO-123828,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-123828,34.49,17.45,open,USR-0072,,,true,2,[]
ALT-003654,2020-09-30T23:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-SEM,89.09,117.22,resolved,USR-0059,2020-10-09T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
