contract_id,customer_id,supplier_id,commodity_code,contract_type,start_date,end_date,contract_value_usd,payment_terms,delivery_terms,quality_requirements,penalty_clauses,termination_notice_days,auto_renewal,renewal_date,signed_by_customer,signed_by_supplier,contract_status,amendments_count,version
CON-02246,CUS-0135,SUP-0134,REE,Cost Plus,2023-07-01,2025-06-30,358615.73,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2025-05-31,true,true,active,5,6
CON-02247,CUS-0135,SUP-0023,RBR,Fixed Price,2020-01-20,2023-01-19,10768725.77,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2022-12-20,true,true,expired,5,2
CON-02248,CUS-0231,SUP-0084,ALM,Fixed Price,2015-07-10,2017-07-09,3596232.49,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2017-06-09,true,true,expired,0,6
CON-02249,CUS-0314,SUP-0156,NIC,Fixed Price,2016-03-20,2017-03-20,10868107.62,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2017-02-18,true,true,expired,5,4
CON-02250,CUS-0188,SUP-0069,NIC,Fixed Price,2018-04-24,2019-04-24,6437534.73,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-03-25,true,true,expired,3,5
CON-02251,CUS-0201,SUP-0078,STL,Fixed Price,2017-03-11,2018-03-11,3315793.31,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2018-02-09,true,true,expired,0,2
CON-02252,CUS-0161,SUP-0100,ALM,Fixed Price,2021-08-05,2023-08-05,9044776.96,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2023-07-06,true,true,expired,2,4
CON-02253,CUS-0147,SUP-0184,PLA,Fixed Price,2023-03-02,2026-03-01,5509822.83,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2026-01-30,true,true,active,5,2
CON-02254,CUS-0151,SUP-0200,ALM,Time & Materials,2022-05-22,2025-05-21,13580801.09,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2025-04-21,true,true,active,5,3
CON-02255,CUS-0162,SUP-0011,NIC,Fixed Price,2017-09-15,2020-09-14,921647.41,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-08-15,true,true,expired,1,6
CON-02256,CUS-0180,SUP-0046,CEM,Fixed Price,2022-03-01,2024-02-29,12345309.04,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-01-30,true,true,active,5,6
CON-02257,CUS-0262,SUP-0096,PLA,Time & Materials,2019-12-24,2022-12-23,5717400.83,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-11-23,true,true,expired,3,6
CON-02258,CUS-0189,SUP-0080,LIT,Volume Discount,2020-03-11,2022-03-11,3279794.2,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-02-09,true,true,expired,3,6
CON-02259,CUS-0139,SUP-0027,PLA,Fixed Price,2018-03-17,2019-03-17,10345053.11,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-02-15,true,true,expired,4,6
CON-02260,CUS-0080,SUP-0180,REE,Volume Discount,2015-01-05,2017-01-04,9699167.56,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2016-12-05,true,true,expired,1,2
CON-02261,CUS-0084,SUP-0139,GLS,Fixed Price,2016-10-19,2018-10-19,4989458.99,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2018-09-19,true,true,expired,3,2
CON-02262,CUS-0029,SUP-0158,CTN,Volume Discount,2016-04-06,2017-04-06,6039395.53,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-03-07,true,true,expired,3,1
CON-02263,CUS-0226,SUP-0153,NIC,Time & Materials,2018-10-04,2021-10-03,7706757.14,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-09-03,true,true,expired,2,1
CON-02264,CUS-0032,SUP-0126,COP,Cost Plus,2019-11-11,2022-11-10,1879811.82,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-10-11,true,true,expired,1,5
CON-02265,CUS-0015,SUP-0009,NIC,Framework,2022-01-14,2025-01-13,10304536.39,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2024-12-14,true,true,active,4,4
CON-02266,CUS-0089,SUP-0127,SEM,Cost Plus,2022-05-12,2023-05-12,8820400.5,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-04-12,true,false,expired,4,6
CON-02267,CUS-0151,SUP-0057,STL,Time & Materials,2018-12-20,2021-12-19,10803446.4,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-11-19,true,true,expired,4,4
CON-02268,CUS-0125,SUP-0113,STL,Fixed Price,2021-06-02,2022-06-02,3204510.65,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2022-05-03,true,true,expired,4,5
CON-02269,CUS-0140,SUP-0178,ALM,Cost Plus,2016-11-15,2019-11-15,4575177.3,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-10-16,true,true,expired,5,3
CON-02270,CUS-0107,SUP-0181,PAP,Volume Discount,2018-08-02,2019-08-02,14261646.37,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-07-03,true,true,expired,3,1
CON-02271,CUS-0220,SUP-0020,GLS,Fixed Price,2022-04-09,2023-04-09,6356658.78,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2023-03-10,true,true,expired,5,5
CON-02272,CUS-0270,SUP-0186,REE,Fixed Price,2019-12-11,2022-12-10,11791121.47,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2022-11-10,true,true,expired,0,3
CON-02273,CUS-0270,SUP-0100,PLA,Time & Materials,2015-07-25,2016-07-24,766848.29,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2016-06-24,true,true,expired,2,2
CON-02274,CUS-0022,SUP-0172,PLA,Cost Plus,2016-07-03,2018-07-03,10414737.98,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-06-03,true,true,expired,3,1
CON-02275,CUS-0166,SUP-0009,PLA,Time & Materials,2020-08-05,2021-08-05,5937336.9,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-07-06,true,true,expired,2,4
CON-02276,CUS-0233,SUP-0160,TIM,Fixed Price,2022-10-10,2025-10-09,12404676.27,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2025-09-09,true,true,active,1,4
CON-02277,CUS-0125,SUP-0024,COP,Volume Discount,2015-03-12,2017-03-11,5493837.67,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2017-02-09,true,true,expired,5,6
CON-02278,CUS-0311,SUP-0002,TIM,Framework,2021-11-08,2022-11-08,14580485.04,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-10-09,true,true,expired,1,3
CON-02279,CUS-0301,SUP-0115,SLC,Fixed Price,2020-11-03,2023-11-03,14076241.12,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2023-10-04,true,true,expired,2,4
CON-02280,CUS-0103,SUP-0169,PLA,Framework,2022-12-08,2023-12-08,2008076.43,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2023-11-08,true,true,expired,5,6
CON-02281,CUS-0233,SUP-0094,PAP,Cost Plus,2015-06-02,2017-06-01,13684506.62,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-05-02,true,true,expired,4,5
CON-02282,CUS-0020,SUP-0076,PAP,Fixed Price,2019-12-18,2022-12-17,13629599.77,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-11-17,true,true,expired,5,4
CON-02283,CUS-0268,SUP-0171,PAP,Cost Plus,2017-07-01,2020-06-30,2036621.52,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2020-05-31,true,true,expired,0,5
CON-02284,CUS-0008,SUP-0016,PLA,Fixed Price,2023-07-18,2025-07-17,5800174.28,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2025-06-17,true,true,active,0,5
CON-02285,CUS-0269,SUP-0148,PAP,Cost Plus,2022-06-03,2025-06-02,11050524.34,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2025-05-03,true,true,active,2,6
CON-02286,CUS-0150,SUP-0116,STL,Fixed Price,2021-09-10,2024-09-09,4852913.87,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-08-10,true,true,active,3,5
CON-02287,CUS-0118,SUP-0088,NIC,Time & Materials,2018-02-01,2019-02-01,8542967.82,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-01-02,true,true,expired,1,2
CON-02288,CUS-0215,SUP-0068,COP,Time & Materials,2016-03-08,2017-03-08,9173468.13,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2017-02-06,true,true,expired,4,6
CON-02289,CUS-0067,SUP-0153,SEM,Fixed Price,2019-09-13,2022-09-12,6360540.13,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2022-08-13,true,true,expired,0,6
CON-02290,CUS-0314,SUP-0051,GLS,Fixed Price,2021-01-21,2022-01-21,11248259.26,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2021-12-22,true,true,expired,5,1
CON-02291,CUS-0258,SUP-0132,LIT,Framework,2020-05-18,2021-05-18,9503137.12,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-04-18,true,true,expired,1,2
CON-02292,CUS-0166,SUP-0063,CTN,Cost Plus,2022-10-24,2023-10-24,6757576.21,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-09-24,true,true,expired,2,4
CON-02293,CUS-0143,SUP-0033,GLS,Fixed Price,2016-06-21,2019-06-21,7508818.99,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-05-22,true,true,expired,3,4
CON-02294,CUS-0134,SUP-0100,REE,Framework,2017-01-06,2019-01-06,7461113.86,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2018-12-07,true,false,expired,1,1
CON-02295,CUS-0320,SUP-0196,GLS,Fixed Price,2022-02-12,2024-02-12,11233965.54,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-01-13,true,true,active,5,5
CON-02296,CUS-0004,SUP-0203,NIC,Fixed Price,2018-02-22,2020-02-22,5631982.17,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-01-23,true,true,expired,0,5
CON-02297,CUS-0279,SUP-0085,CTN,Framework,2016-10-08,2019-10-08,12894467.57,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-09-08,true,true,expired,3,3
CON-02298,CUS-0165,SUP-0026,RBR,Volume Discount,2022-11-01,2024-10-31,7515953.11,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2024-10-01,true,true,active,2,1
CON-02299,CUS-0216,SUP-0116,GLS,Fixed Price,2018-03-05,2021-03-04,8932047.58,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-02-02,true,true,expired,0,3
CON-02300,CUS-0187,SUP-0086,TIM,Framework,2023-07-25,2024-07-24,13970113.05,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-06-24,true,true,active,4,6
CON-02301,CUS-0303,SUP-0155,CTN,Volume Discount,2016-02-12,2017-02-11,4323699.71,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-01-12,true,true,expired,1,2
CON-02302,CUS-0279,SUP-0034,SEM,Cost Plus,2021-12-07,2024-12-06,9667041.74,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2024-11-06,true,true,active,5,3
CON-02303,CUS-0292,SUP-0161,CTN,Framework,2015-06-03,2017-06-02,8830434.15,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-05-03,true,true,expired,2,4
CON-02304,CUS-0202,SUP-0143,PLA,Volume Discount,2022-12-14,2023-12-14,7214561.03,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-11-14,true,true,expired,3,1
CON-02305,CUS-0138,SUP-0106,PLA,Volume Discount,2022-09-18,2025-09-17,8542972.0,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2025-08-18,true,true,active,3,2
CON-02306,CUS-0024,SUP-0119,PLA,Volume Discount,2016-03-13,2017-03-13,7663857.51,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2017-02-11,true,true,expired,4,3
CON-02307,CUS-0267,SUP-0161,PLA,Volume Discount,2019-05-23,2022-05-22,14526940.07,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2022-04-22,true,true,expired,4,3
CON-02308,CUS-0157,SUP-0106,PLA,Time & Materials,2016-02-04,2018-02-03,9895528.15,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2018-01-04,true,true,expired,0,1
CON-02309,CUS-0030,SUP-0093,COP,Time & Materials,2018-02-20,2020-02-20,5709746.56,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2020-01-21,true,true,expired,0,5
CON-02310,CUS-0305,SUP-0164,TIM,Time & Materials,2022-01-19,2024-01-19,5012861.36,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2023-12-20,true,true,active,2,4
CON-02311,CUS-0263,SUP-0136,SLC,Cost Plus,2020-05-09,2021-05-09,1108299.81,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-04-09,true,true,expired,4,5
CON-02312,CUS-0199,SUP-0005,TIM,Cost Plus,2017-03-02,2019-03-02,6241522.82,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-01-31,true,true,expired,2,2
CON-02313,CUS-0281,SUP-0172,REE,Volume Discount,2020-01-15,2022-01-14,90545.0,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-12-15,true,true,expired,4,3
CON-02314,CUS-0195,SUP-0162,CTN,Framework,2016-09-23,2019-09-23,4805013.93,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-08-24,true,true,expired,3,1
CON-02315,CUS-0116,SUP-0100,CEM,Fixed Price,2021-01-06,2024-01-06,3547101.39,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-12-07,true,true,active,2,6
CON-02316,CUS-0194,SUP-0174,CTN,Cost Plus,2016-05-02,2019-05-02,7117601.34,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2019-04-02,true,true,expired,5,3
CON-02317,CUS-0141,SUP-0077,SLC,Time & Materials,2016-06-07,2017-06-07,6937643.25,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2017-05-08,true,true,expired,5,4
CON-02318,CUS-0163,SUP-0089,CTN,Fixed Price,2022-01-09,2024-01-09,11854608.82,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-12-10,true,true,active,2,4
CON-02319,CUS-0267,SUP-0114,SLC,Volume Discount,2017-01-15,2018-01-15,3698628.67,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-12-16,true,true,expired,3,5
CON-02320,CUS-0048,SUP-0156,ALM,Fixed Price,2016-03-18,2019-03-18,4469776.21,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-02-16,true,true,expired,1,2
CON-02321,CUS-0234,SUP-0004,STL,Volume Discount,2021-06-24,2023-06-24,3096944.42,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-05-25,true,true,expired,3,4
CON-02322,CUS-0290,SUP-0055,ALM,Cost Plus,2020-09-09,2021-09-09,1261535.84,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-08-10,true,true,expired,5,4
CON-02323,CUS-0093,SUP-0030,COP,Volume Discount,2020-02-03,2021-02-02,4474661.83,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-01-03,true,true,expired,2,4
CON-02324,CUS-0030,SUP-0045,TIM,Volume Discount,2016-02-16,2017-02-15,4407771.3,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2017-01-16,true,true,expired,1,5
CON-02325,CUS-0256,SUP-0094,ALM,Cost Plus,2018-12-12,2021-12-11,7662970.07,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2021-11-11,true,true,expired,2,5
CON-02326,CUS-0014,SUP-0172,NIC,Fixed Price,2022-03-16,2023-03-16,13839074.81,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-02-14,true,true,expired,1,1
CON-02327,CUS-0242,SUP-0126,SEM,Cost Plus,2015-04-24,2016-04-23,7060784.71,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2016-03-24,true,false,expired,2,4
CON-02328,CUS-0126,SUP-0122,REE,Framework,2020-10-23,2021-10-23,10683611.92,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-09-23,true,true,expired,2,2
CON-02329,CUS-0067,SUP-0006,PAP,Fixed Price,2022-01-02,2023-01-02,11599576.13,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2022-12-03,true,true,expired,2,2
CON-02330,CUS-0250,SUP-0085,LIT,Volume Discount,2020-11-03,2021-11-03,4165511.56,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2021-10-04,true,true,expired,1,3
CON-02331,CUS-0033,SUP-0046,REE,Fixed Price,2015-02-06,2018-02-05,1246017.91,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2018-01-06,true,true,expired,3,5
CON-02332,CUS-0067,SUP-0151,RBR,Fixed Price,2017-03-08,2019-03-08,6548803.18,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-02-06,true,true,expired,5,6
CON-02333,CUS-0023,SUP-0137,TIM,Volume Discount,2016-07-24,2017-07-24,2632231.8,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2017-06-24,true,true,expired,0,1
CON-02334,CUS-0001,SUP-0148,COP,Cost Plus,2017-08-14,2019-08-14,12148778.24,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-07-15,true,true,expired,4,6
CON-02335,CUS-0133,SUP-0106,NIC,Cost Plus,2021-06-24,2023-06-24,11878693.9,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2023-05-25,true,true,expired,3,3
CON-02336,CUS-0132,SUP-0130,STL,Cost Plus,2019-06-22,2021-06-21,4851665.76,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-05-22,true,true,expired,2,1
CON-02337,CUS-0293,SUP-0058,TIM,Fixed Price,2023-10-24,2025-10-23,10428378.66,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2025-09-23,true,true,active,2,1
CON-02338,CUS-0139,SUP-0137,STL,Volume Discount,2017-03-23,2019-03-23,5960202.5,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-02-21,true,true,expired,2,5
CON-02339,CUS-0277,SUP-0112,TIM,Fixed Price,2015-09-16,2016-09-15,8899754.92,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2016-08-16,true,true,expired,5,2
CON-02340,CUS-0251,SUP-0017,CEM,Fixed Price,2020-02-07,2023-02-06,1485880.79,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2023-01-07,true,true,expired,4,2
CON-02341,CUS-0085,SUP-0146,REE,Fixed Price,2023-11-08,2026-11-07,11186077.25,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2026-10-08,true,true,active,4,2
CON-02342,CUS-0056,SUP-0016,SLC,Volume Discount,2022-02-15,2023-02-15,12565062.81,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-01-16,true,true,expired,3,5
CON-02343,CUS-0099,SUP-0161,CTN,Fixed Price,2016-05-14,2019-05-14,12883834.56,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-04-14,true,true,expired,5,3
CON-02344,CUS-0044,SUP-0092,RBR,Fixed Price,2016-09-18,2019-09-18,14377783.45,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2019-08-19,true,true,expired,5,2
CON-02345,CUS-0105,SUP-0115,SEM,Framework,2022-04-04,2025-04-03,3893428.62,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2025-03-04,true,true,active,0,3
CON-02346,CUS-0318,SUP-0145,TIM,Fixed Price,2018-12-03,2019-12-03,5802447.98,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-11-03,true,true,expired,1,4
CON-02347,CUS-0033,SUP-0041,SEM,Cost Plus,2021-01-08,2022-01-08,1960164.14,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-12-09,true,true,expired,5,2
CON-02348,CUS-0299,SUP-0151,PLA,Fixed Price,2020-12-06,2023-12-06,7933066.53,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2023-11-06,true,true,expired,3,3
CON-02349,CUS-0037,SUP-0153,PAP,Fixed Price,2022-12-14,2023-12-14,11379469.83,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-11-14,true,true,expired,4,1
CON-02350,CUS-0107,SUP-0168,CTN,Fixed Price,2017-04-21,2020-04-20,7256688.99,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2020-03-21,true,true,expired,5,1
CON-02351,CUS-0197,SUP-0047,PAP,Fixed Price,2018-08-25,2019-08-25,6898563.93,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2019-07-26,true,true,expired,3,2
CON-02352,CUS-0114,SUP-0147,STL,Fixed Price,2019-10-19,2022-10-18,13031999.83,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-09-18,true,true,expired,1,6
CON-02353,CUS-0294,SUP-0190,COP,Cost Plus,2020-06-09,2022-06-09,5043988.47,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2022-05-10,true,true,expired,4,2
CON-02354,CUS-0243,SUP-0189,NIC,Fixed Price,2018-11-16,2020-11-15,358062.17,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2020-10-16,true,true,expired,4,5
CON-02355,CUS-0234,SUP-0111,SEM,Fixed Price,2023-10-10,2026-10-09,781352.33,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2026-09-09,true,true,active,4,4
CON-02356,CUS-0242,SUP-0062,RBR,Cost Plus,2016-08-08,2018-08-08,13054699.48,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-07-09,true,true,expired,4,3
CON-02357,CUS-0259,SUP-0202,NIC,Time & Materials,2020-12-10,2023-12-10,3669974.35,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2023-11-10,true,true,expired,1,6
CON-02358,CUS-0318,SUP-0093,CEM,Cost Plus,2021-07-25,2022-07-25,13446204.16,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-06-25,true,true,expired,0,6
CON-02359,CUS-0136,SUP-0127,PAP,Fixed Price,2022-07-04,2023-07-04,14209930.37,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2023-06-04,true,true,expired,2,5
CON-02360,CUS-0111,SUP-0060,GLS,Time & Materials,2017-11-24,2018-11-24,8646713.91,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2018-10-25,true,true,expired,4,2
CON-02361,CUS-0143,SUP-0070,SEM,Fixed Price,2020-03-14,2021-03-14,5307653.4,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-02-12,true,true,expired,3,5
CON-02362,CUS-0151,SUP-0181,COP,Fixed Price,2016-11-24,2018-11-24,13210270.8,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-10-25,true,true,expired,2,4
CON-02363,CUS-0310,SUP-0147,COP,Framework,2019-06-18,2021-06-17,3384472.47,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-05-18,true,true,expired,3,4
CON-02364,CUS-0050,SUP-0191,RBR,Cost Plus,2021-04-16,2022-04-16,1416711.55,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-03-17,true,true,expired,4,3
CON-02365,CUS-0124,SUP-0181,STL,Time & Materials,2016-02-07,2017-02-06,7747829.17,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2017-01-07,true,true,expired,3,2
CON-02366,CUS-0199,SUP-0161,CTN,Fixed Price,2019-01-06,2021-01-05,3752368.4,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2020-12-06,true,true,expired,3,6
CON-02367,CUS-0038,SUP-0029,PAP,Fixed Price,2015-02-20,2018-02-19,9698709.19,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2018-01-20,true,true,expired,5,5
CON-02368,CUS-0043,SUP-0166,COP,Fixed Price,2021-04-24,2023-04-24,14049960.39,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-03-25,true,true,expired,4,5
